S.No.,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
2029,Maruti SX4 ZXI MT BSIV,2013,84360,Petrol,Manual,First,15.5 kmpl,1586 CC,103.3 bhp,5,20.013312
2030,Toyota Innova Crysta 2.4 VX MT,2016,25121,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,83.113536
2031,Toyota Innova 2.5 G (Diesel) 7 Seater,2015,100000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,49.7904
2032,Volkswagen Polo Diesel Trendline 1.2L,2011,66035,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,12.095424
2033,Toyota Etios G,2015,190000,Petrol,Manual,Second,16.78 kmpl,1496 CC,88.73 bhp,5,18.70176
2034,Ford Ecosport 1.5 DV5 MT Titanium,2014,85670,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,30.36
2035,Hyundai Grand i10 CRDi Magna,2015,35000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,23.705088
2036,Honda City i VTEC CVT SV,2016,8000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,45.90432
2037,Toyota Innova 2.5 G3,2007,162000,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,23.31648
2038,Hyundai EON Era Plus,2012,60000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,9.666624
2039,Hyundai i10 Magna 1.2,2010,70600,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.60128
2040,Mercedes-Benz E-Class 2009-2013 E 200 CGI Elegance,2011,25000,Petrol,Automatic,Second,12.3 kmpl,1796 CC,185 bhp,5,106.8672
2041,Mahindra Bolero SLE,2012,75000,Diesel,Manual,First,15.96 kmpl,2523 CC,62.1 bhp,7,20.88768
2042,Skoda Laura Ambition 2.0 TDI CR AT,2014,85071,Diesel,Automatic,First,20.0 kmpl,1968 CC,138.1 bhp,5,47.3616
2043,Maruti Swift ZXI,2015,40000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,28.65984
2044,Audi A4 2.0 TDI,2013,67000,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,70.4352
2045,Ford Fiesta 1.4 SXi TDCi ABS,2009,55000,Diesel,Manual,Second,17.8 kmpl,1399 CC,68 bhp,5,11.65824
2046,Maruti SX4 Vxi BSIII,2008,62000,Petrol,Manual,Second,15.0 kmpl,1586 CC,104.68 bhp,5,10.249536
2047,Hyundai Grand i10 AT Asta,2017,22526,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,36.91776
2048,Maruti Ritz AT,2012,57788,Petrol,Automatic,First,17.16 kmpl,1197 CC,85.80 bhp,5,17.48736
2049,Mahindra Scorpio 2.6 CRDe,2013,72000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,8,29.1456
2050,Mahindra Scorpio S4 7 Seater,2014,83128,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,36.18912
2051,Maruti Alto LXi,2011,75000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,10.20096
2052,Renault Duster 110PS Diesel RxZ,2013,58000,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.45 bhp,5,25.25952
2053,Mahindra Jeep MM 550 PE,2009,26000,Diesel,Manual,First,0.0 kmpl,2498 CC,null bhp,6,33.954624
2054,Maruti Ignis 1.2 Alpha,2017,1000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,30.894336
2055,Toyota Innova 2.5 ZX Diesel 7 Seater,2015,59751,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,56.445312
2056,BMW 7 Series 730Ld Eminence,2015,29966,Diesel,Automatic,Second,16.77 kmpl,2993 CC,261.49 bhp,5,211.79136
2057,Hyundai Sonata Embera 2.0L CRDi MT,2009,65000,Diesel,Manual,Second,13.6 kmpl,1991 CC,142 bhp,5,23.80224
2058,Renault Duster Adventure Edition,2015,75863,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,32.54592
2059,Maruti Wagon R CNG LXI,2013,54000,CNG,Manual,First,33.54 km/kg,998 CC,67.04 bhp,5,14.81568
2060,Audi A4 2.0 TDI 177 Bhp Technology Edition,2014,24000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,121.44
2061,Jeep Compass 2.0 Longitude,2018,33218,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5,92.53728
2062,Hyundai Verna 1.4 VTVT,2015,33425,Petrol,Manual,First,17.43 kmpl,1396 CC,105.5 bhp,5,21.8592
2063,Honda Amaze VX i-Vtech,2013,47000,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,20.15904
2064,Hyundai Creta 1.6 CRDi SX Option,2015,41000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,57.80544
2065,Hyundai i10 Magna 1.1,2011,62000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,10.20096
2066,Mahindra TUV 300 T8,2016,47035,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,33.76032
2067,Maruti Swift Dzire VXi,2008,56230,Petrol,Manual,Second,17.5 kmpl,1298 CC,85.8 bhp,5,11.65824
2068,Hyundai Accent GLE 1,2007,55000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,12.87264
2069,Mahindra XUV500 W8 2WD,2014,70669,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,43.7184
2070,Maruti Alto K10 2010-2014 VXI,2012,69000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,10.20096
2071,Chevrolet Beat LT,2011,65000,Petrol,Manual,Second,18.6 kmpl,1199 CC,79.4 bhp,5,12.144
2072,Audi A6 2.7 TDI,2009,30000,Diesel,Automatic,First,12.4 kmpl,2698 CC,179.5 bhp,5,43.47552
2073,Mini Cooper 5 DOOR D,2017,2000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,5,165.1584
2074,Maruti Swift 1.3 LXI,2011,24255,Petrol,Manual,First,16.1 kmpl,,,,15.30144
2075,Tata Zest Revotron 1.2T XMS,2015,40000,Petrol,Manual,First,17.57 kmpl,1193 CC,88.7 bhp,5,19.4304
2076,Honda City i DTEC SV,2014,40000,Diesel,Manual,First,26.0 kmpl,1498 CC,98.6 bhp,5,21.61632
2077,Chevrolet Beat LT,2010,26000,Petrol,Manual,First,18.6 kmpl,1199 CC,79.4 bhp,5,7.2864
2078,Audi A4 2.0 TDI Multitronic,2011,105000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5,70.4352
2079,Ford Aspire Titanium Plus Diesel,2015,2800,Diesel,Manual,First,26.1 kmpl,1498 CC,99 bhp,5,40.852416
2080,Hyundai Verna SX CRDi AT,2014,71000,Diesel,Automatic,Second,19.08 kmpl,1582 CC,126.32 bhp,5,26.47392
2081,Honda City i VTEC CVT VX,2015,32896,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,43.23264
2082,Hyundai i10 Sportz 1.2,2012,45000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,17.73024
2083,BMW X3 xDrive20d Expedition,2015,65000,Diesel,Automatic,Second,18.56 kmpl,1995 CC,190 bhp,5,140.8704
2084,Audi A4 2.0 TDI,2013,45200,Diesel,Automatic,First,16.55 kmpl,1968 CC,147.51 bhp,5,65.5776
2085,Honda CR-V 2.4 AT,2008,82167,Petrol,Automatic,First,10.1 kmpl,2354 CC,152 bhp,5,26.23104
2086,Hyundai Grand i10 1.2 Kappa Asta,2016,37429,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,28.611264
2087,Maruti Ciaz ZDi Plus SHVS,2016,46000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,41.04672
2088,Honda City i-VTEC V,2011,67031,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,19.4304
2089,BMW 6 Series 640d Coupe,2013,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,218.592
2090,Maruti Celerio VXI AMT,2016,47691,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,19.138944
2091,Renault Koleos 2.0 Diesel,2011,32531,Diesel,Automatic,Second,13.73 kmpl,1995 CC,148 bhp,5,38.8608
2092,Ford Figo Diesel ZXI,2013,71336,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,19.91616
2093,Toyota Innova 2.5 V Diesel 7-seater,2006,196000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,30.36
2094,Maruti Dzire VDI,2015,28193,Diesel,Manual,First,28.4 kmpl,1248 CC,73.75 bhp,5,25.5024
2095,Mercedes-Benz SLC 43 AMG,2019,2526,Petrol,Automatic,First,19.0 kmpl,2996 CC,362.07 bhp,2,407.844096
2096,Hyundai Santro LP zipPlus,2004,52146,Petrol,Manual,First,0.0 kmpl,,,,9.375168
2097,Mercedes-Benz E-Class E 220 d,2013,85000,Diesel,Automatic,First,16.1 kmpl,1950 CC,194 bhp,5,102.0096
2098,Hyundai Grand i10 1.2 Kappa Sportz,2015,20780,Petrol,Manual,First,18.9 kmpl,1197 CC,81.86 bhp,5,20.88768
2099,Honda Mobilio S i VTEC,2014,43081,Petrol,Manual,First,17.3 kmpl,1497 CC,117.3 bhp,7,25.5024
2100,Porsche Cayenne Turbo S,2010,35000,Petrol,Automatic,Second,11.9 kmpl,4806 CC,550 bhp,5,155.4432
2101,Mahindra Quanto C8,2013,36000,Diesel,Manual,First,17.21 kmpl,1493 CC,100 bhp,7,18.94464
2102,Toyota Corolla H5,2007,67000,Petrol,Manual,Third,13.4 kmpl,1794 CC,125 bhp,5,10.68672
2103,Mahindra KUV 100 mFALCON D75 K4,2016,34079,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,6,17.97312
2104,BMW 3 Series 2005-2011 325i Sedan,2010,77849,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,5,54.745152
2105,Maruti Alto 800 LXI,2013,86000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,11.706816
2106,Audi Q3 35 TDI Quattro Premium,2015,110000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,92.2944
2107,Toyota Etios GD,2015,116000,Diesel,Manual,Second,23.59 kmpl,1364 CC,67.05 bhp,5,28.17408
2108,Mahindra XUV500 W8 2WD,2016,41840,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,65.674752
2109,Toyota Fortuner 4x2 MT TRD Sportivo,2015,19317,Diesel,Manual,First,13.0 kmpl,2982 CC,168.7 bhp,7,119.0112
2110,Tata Indigo CS Emax CNG GLX,2014,41000,CNG,Manual,First,24.6 km/kg,1193 CC,55.23 bhp,5,15.7872
2111,Mercedes-Benz GLE 250d,2017,25601,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,275.571648
2112,Hyundai Creta 1.6 CRDi SX,2015,83950,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,48.33312
2113,Honda City 1.5 V AT,2012,60000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,26.7168
2114,Audi A4 35 TDI Premium,2015,50000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5,121.44
2115,Maruti Zen VXI,2009,37000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,4.8576
2116,Maruti Alto LXi,2011,76976,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,10.44384
2117,Maruti Baleno Delta Automatic,2018,21684,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,38.326464
2118,Mahindra XUV500 W10 2WD,2015,62000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,49.7904
2119,Ford Freestyle Titanium Petrol,2007,1261,Petrol,Manual,First,19.0 kmpl,1194 CC,94.68 bhp,5,29.1456
2120,Hyundai Elite i20 Asta Option,2017,59450,Petrol,Manual,First,18.6 kmpl,1197 CC,81.86 bhp,5,36.577728
2121,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,24465,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,191.63232
2122,Honda City i VTEC SV,2014,55000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,28.368384
2123,Ford EcoSport 1.5 Ti VCT MT Titanium BE,2017,2000,Petrol,Manual,First,18.88 kmpl,1499 CC,110.4 bhp,5,42.01824
2124,Maruti Baleno Alpha 1.2,2017,25040,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,37.597824
2125,Hyundai i10 Sportz,2008,84000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,12.144
2126,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2007,170428,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,8,27.68832
2127,Maruti Baleno Delta,2016,12573,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,28.17408
2128,Audi Q7 3.0 TDI Quattro Technology,2012,88000,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,177.3024
2129,Hyundai Santa Fe 2WD AT,2012,86000,Diesel,Automatic,Second,13.01 kmpl,2199 CC,194.3 bhp,7,46.1472
2130,Hyundai Santro GLS I - Euro II,2012,51019,Petrol,Manual,First,0.0 kmpl,999 CC,null bhp,5,16.904448
2131,Honda City 1.5 V MT Exclusive,2013,45000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,22.10208
2132,Hyundai i20 1.4 CRDi Magna,2012,51000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,18.94464
2133,Mahindra Bolero SLE BSIII,2007,92000,Diesel,Manual,First,13.6 kmpl,2523 CC,63 bhp,7,13.11552
2134,Toyota Fortuner 2.8 2WD AT,2017,29000,Diesel,Automatic,First,12.9 kmpl,2755 CC,174.5 bhp,7,150.5856
2135,BMW 3 Series 2005-2011 325i Sedan,2009,70521,Petrol,Automatic,Second,10.9 kmpl,2497 CC,215 bhp,5,50.03328
2136,BMW 3 Series 320d Sedan,2010,51000,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,37.6464
2137,Maruti Wagon R LXI,2012,52618,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,15.54432
2138,Maruti Ertiga ZDI,2013,68000,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7,23.55936
2139,Land Rover Range Rover Evoque 2.0 TD4 Pure,2016,29022,Diesel,Automatic,Second,15.68 kmpl,1999 CC,177 bhp,5,165.547008
2140,Maruti Ertiga SHVS VDI,2017,80000,Diesel,Manual,First,24.52 kmpl,1248 CC,88.5 bhp,7,39.34656
2141,Tata Indigo CS eVX,2016,78000,Diesel,Manual,Second,25.0 kmpl,1396 CC,69.01 bhp,5,11.41536
2142,Maruti Alto K10 LXI,2012,100000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,8.74368
2143,Hyundai EON D Lite Plus,2015,31412,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,16.612992
2144,Ford Endeavour 3.0L 4X4 AT,2010,78000,Diesel,Automatic,Second,11.4 kmpl,2953 CC,153.86 bhp,7,25.939584
2145,Ford Endeavour 2.2 Titanium AT 4X2,2018,14000,Diesel,Automatic,First,12.62 kmpl,2198 CC,158 bhp,7,155.394624
2146,Volkswagen Vento Diesel Highline,2011,80000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,23.0736
2147,Maruti Ciaz AT ZXi,2014,46738,Petrol,Automatic,First,19.12 kmpl,1373 CC,91.1 bhp,5,29.63136
2148,Hyundai EON D Lite Plus,2013,54884,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5,17.924544
2149,Audi Q5 2.0 TDI Premium Plus,2012,74500,Diesel,Automatic,Second,14.16 kmpl,1968 CC,174.3 bhp,5,72.864
2150,Mahindra XUV500 W10 AWD,2016,67472,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,70.4352
2151,Maruti Swift VDI,2013,84000,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,27.44544
2152,Maruti Ritz VDi,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,12.144
2153,Mercedes-Benz New C-Class C 250 CDI Avantgarde,2017,14470,Diesel,Automatic,First,19.71 kmpl,2143 CC,201.15 bhp,5,187.0176
2154,Renault Duster 110PS Diesel RxZ,2014,52108,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,26.668224
2155,Maruti Swift Dzire VXI,2013,40000,Petrol,Manual,First,19.1 kmpl,1197 CC,85.8 bhp,5,17.24448
2156,Toyota Innova 2.5 VX (Diesel) 7 Seater,2014,105044,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,52.2192
2157,Hyundai Creta 1.6 SX Option,2016,24347,Petrol,Manual,First,15.8 kmpl,1591 CC,121.3 bhp,5,53.4336
2158,Maruti SX4 ZDI,2014,58000,Diesel,Manual,First,21.79 kmpl,1248 CC,88.73 bhp,5,21.8592
2159,Mahindra XUV500 W8 2WD,2014,49663,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7,40.900992
2160,Honda City i-VTEC CVT VX,2017,17000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,56.34816
2161,Jaguar XF 2.2 Litre Luxury,2016,13418,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5,163.361088
2162,Ford Fiesta 1.4 SXi TDCi ABS,2008,117080,Diesel,Manual,Third,17.8 kmpl,1399 CC,68 bhp,5,10.9296
2163,BMW 5 Series 523i Sedan,2010,74000,Petrol,Automatic,First,10.8 kmpl,2497 CC,150 bhp,5,62.90592
2164,Maruti Swift VDI BSIV W ABS,2010,86514,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,20.6448
2165,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,66882,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,121.537152
2166,Honda Brio 1.2 VX MT,2014,41460,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,19.18752
2167,Honda City 1.5 V AT,2011,57000,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,21.37344
2168,Volkswagen Polo Petrol Comfortline 1.2L,2015,34010,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5,24.04512
2169,Mahindra Scorpio SLE BSIII,2010,96813,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,26.7168
2170,Honda City V MT,2011,84000,Petrol,Manual,First,16.8 kmpl,1497 CC,116.3 bhp,5,15.7872
2171,Skoda Rapid 1.6 MPI Elegance,2013,50004,Petrol,Manual,First,15.0 kmpl,1598 CC,103.5 bhp,5,19.527552
2172,Mahindra XUV500 W6 2WD,2016,67995,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,56.979648
2173,Volkswagen Jetta 2007-2011 2.0 TDI Trendline,2012,55000,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,46.1472
2174,Maruti Baleno Alpha Automatic,2017,14900,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,41.77536
2175,Honda Amaze EX i-Dtech,2013,70961,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,19.4304
2176,Volkswagen Vento 1.6 Highline,2015,40194,Petrol,Manual,First,15.04 kmpl,1598 CC,103.2 bhp,5,26.95968
2177,Maruti Alto 800 LXI,2015,96000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,12.144
2178,Land Rover Discovery HSE Luxury 3.0 TD6,2017,35000,Diesel,Automatic,First,18.0 kmpl,2993 CC,255 bhp,7,202.07616
2179,Honda City i VTEC CVT VX,2015,50000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,35.994816
2180,Nissan Terrano XL 110 PS,2014,50000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.5 bhp,5,31.5744
2181,Maruti Alto LXi,2008,26299,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,5.82912
2182,Toyota Fortuner 2.8 4WD MT,2015,150386,Diesel,Manual,First,14.24 kmpl,2755 CC,174.5 bhp,7,111.7248
2183,Hyundai i20 1.4 CRDi Magna,2012,60000,Diesel,Manual,First,21.9 kmpl,1396 CC,90 bhp,5,13.309824
2184,Ford Figo Diesel Titanium,2013,65000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,18.94464
2185,Maruti Vitara Brezza ZDi Plus,2017,80000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,38.8608
2186,Hyundai Verna 1.6 SX,2012,92000,Diesel,Manual,Third,22.32 kmpl,1582 CC,126.32 bhp,5,19.4304
2187,Hyundai Tucson 2.0 Dual VTVT 2WD AT GL,2016,13000,Petrol,Automatic,First,12.95 kmpl,1999 CC,152.88 bhp,5,86.2224
2188,Maruti Ritz VDi,2013,73278,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,24.53088
2189,Audi A4 2.0 TFSI,2011,38000,Petrol,Automatic,First,10.8 kmpl,1984 CC,132 bhp,5,58.2912
2190,Mercedes-Benz E-Class E250 CDI Launch Edition,2016,46936,Diesel,Automatic,First,13.0 kmpl,2143 CC,204 bhp,5,143.78496
2191,Renault Duster 85PS Diesel RxE,2015,55000,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,31.5744
2192,Honda Amaze S AT i-Vtech,2014,19000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5,23.0736
2193,Volvo S60 D4 SUMMUM,2016,42259,Diesel,Automatic,First,9.0 kmpl,1984 CC,181 bhp,5,118.331136
2194,Maruti Swift Dzire 1.2 Lxi BSIV,2011,14000,Petrol,Manual,Second,17.5 kmpl,1197 CC,85.8 bhp,5,15.54432
2195,Maruti Wagon R VXI,2016,16956,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,17.48736
2196,Maruti Omni MPI STD BSIV,2017,15473,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,5,17.390208
2197,Maruti SX4 VDI,2011,75000,Diesel,Manual,First,21.5 kmpl,1248 CC,88.8 bhp,5,12.144
2198,Ford Fiesta Titanium 1.5 TDCi,2013,96000,Diesel,Manual,Second,23.5 kmpl,1498 CC,90 bhp,5,17.0016
2199,Toyota Camry Hybrid,2015,25000,Petrol,Automatic,First,19.16 kmpl,2494 CC,158.2 bhp,5,121.44
2200,Maruti Wagon R VXI,2010,38000,Petrol,Manual,Second,22.5 kmpl,998 CC,67.04 bhp,5,8.5008
2201,Mercedes-Benz E-Class E270 CDI,2005,54000,Diesel,Automatic,First,11.0 kmpl,2987 CC,198.5 bhp,5,48.576
2202,Maruti Baleno Zeta Automatic,2018,4131,Petrol,Automatic,First,21.4 kmpl,1197 CC,83.1 bhp,5,37.6464
2203,Honda Jazz 1.2 VX i VTEC,2016,31700,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,31.33152
2204,Mahindra Scorpio S10 AT 4WD,2017,66988,Diesel,Automatic,First,15.4 kmpl,2179 CC,120 bhp,7,48.576
2205,Volkswagen Polo 1.2 MPI Trendline,2014,54230,Petrol,Manual,First,16.47 kmpl,1198 CC,74 bhp,5,21.8592
2206,Hyundai i20 1.2 Era,2015,35000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,16.51584
2207,Toyota Camry W4 (AT),2010,62714,Petrol,Automatic,First,12.1 kmpl,2362 CC,164.7 bhp,5,21.8592
2208,Maruti Wagon R VXI,2015,45295,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,20.88768
2209,BMW 5 Series 2013-2017 520d M Sport,2018,7000,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,223.4496
2210,Maruti Alto K10 VXI AGS,2016,57000,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5,16.51584
2211,Mercedes-Benz New C-Class 220 CDI AT,2013,40100,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,70.4352
2212,Maruti Alto 800 2016-2019 LXI,2013,56000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,10.20096
2213,Maruti Swift VXI,2012,15000,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,17.73024
2214,Chevrolet Sail Hatchback 1.2 LS ABS,2014,14000,Petrol,Manual,First,18.2 kmpl,1199 CC,82.5 bhp,5,14.5728
2215,Hyundai i20 Asta 1.4 CRDi (Diesel),2009,68000,Diesel,Manual,Second,23.0 kmpl,1396 CC,90 bhp,5,19.18752
2216,Skoda Superb 2.5 TDi AT,2012,83000,Diesel,Automatic,First,11.9 kmpl,2496 CC,163.2 bhp,5,32.7888
2217,Toyota Corolla Altis D-4D G,2013,81504,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,31.720128
2218,Toyota Fortuner 4x2 Manual,2015,73500,Diesel,Manual,First,13.0 kmpl,2982 CC,168.5 bhp,7,106.8672
2219,Skoda Rapid 1.6 MPI AT Elegance,2013,52900,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,23.0736
2220,Honda Brio 1.2 VX AT,2017,20000,Petrol,Automatic,First,16.5 kmpl,1198 CC,86.8 bhp,5,29.097024
2221,Volkswagen Polo Petrol Comfortline 1.2L,2011,46000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,14.81568
2222,Volkswagen Polo Petrol Comfortline 1.2L,2010,65000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,11.65824
2223,Maruti Zen Estilo LXI BSIII,2007,42000,Petrol,Manual,Third,18.2 kmpl,998 CC,67.1 bhp,5,6.31488
2224,Toyota Etios Cross 1.4L GD,2016,36681,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5,32.594496
2225,Mahindra XUV500 W8 2WD,2014,67000,Diesel,Manual,Second,15.1 kmpl,2179 CC,140 bhp,7,34.97472
2226,Hyundai Grand i10 AT Asta,2016,18000,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,26.23104
2227,Ford Ecosport 1.5 DV5 MT Titanium Optional,2015,56409,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,32.205888
2228,Maruti Ertiga VXI CNG,2016,65263,CNG,Manual,First,17.5 km/kg,1373 CC,80.46 bhp,7,36.432
2229,Honda City i-VTEC CVT ZX,2018,20300,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,69.026496
2230,Honda City 1.5 V MT,2010,45008,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,14.5728
2231,Maruti Celerio ZXI MT,2017,21799,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,24.822336
2232,Volkswagen Vento Petrol Highline,2011,57328,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5,16.467264
2233,Toyota Innova Crysta 2.8 ZX AT,2017,35358,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,111.676224
2234,Hyundai i20 Magna,2009,46946,Petrol,Manual,Second,18.5 kmpl,1197 CC,80 bhp,5,11.41536
2235,Maruti Ritz VDi,2012,39772,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,13.84416
